column,var_val,desc
pulayck1,1,GOTO PULAYCK3
pulayck1,2,GOTO PULAYFT
pulayck1,3,GOTO PULAYDR
pulayck2,1,GOTO PULAYDR3
pulayck2,2,GOTO PULAYFT
pulayck3,1,MISCK  =  5 GOTO IO1INT
pulayck3,2,"I - ICR  =  1 OR I - OCR  =  1 ,  GOTO IO1INT"
pulayck3,3,ALL OTHERS GOTO SCHCK
pulk,1,YES
pulk,2,NO
pulk,3,RETIRED
pulk,4,DISABLED
pulk,5,UNABLE TO WORK
pelkm1,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pelkm1,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pelkm1,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pelkm1,4,CONTACTED FRIENDS OR RELATIVES
pelkm1,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pelkm1,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pelkm1,7,CHECKED UNION / PROFESSIONAL REGISTERS
pelkm1,8,PLACED OR ANSWERED ADS
pelkm1,9,OTHER ACTIVE
pelkm1,10,LOOKED AT ADS
pelkm1,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pelkm1,12,NOTHING
pelkm1,13,OTHER PASSIVE
pulkm2,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkm2,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkm2,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkm2,4,CONTACTED FRIENDS OR RELATIVES
pulkm2,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkm2,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkm2,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkm2,8,PLACED OR ANSWERED ADS
pulkm2,9,OTHER ACTIVE
pulkm2,10,LOOKED AT ADS
pulkm2,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkm2,13,OTHER PASSIVE
pulkm3,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkm3,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkm3,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkm3,4,CONTACTED FRIENDS OR RELATIVES
pulkm3,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkm3,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkm3,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkm3,8,PLACED OR ANSWERED ADS
pulkm3,9,OTHER ACTIVE
pulkm3,10,LOOKED AT ADS
pulkm3,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkm3,13,OTHER PASSIVE
pulkm4,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkm4,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkm4,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkm4,4,CONTACTED FRIENDS OR RELATIVES
pulkm4,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkm4,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkm4,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkm4,8,PLACED OR ANSWERED ADS
pulkm4,9,OTHER ACTIVE
pulkm4,10,LOOKED AT ADS
pulkm4,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkm4,13,OTHER PASSIVE
pulkm5,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkm5,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkm5,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkm5,4,CONTACTED FRIENDS OR RELATIVES
pulkm5,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkm5,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkm5,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkm5,8,PLACED OR ANSWERED ADS
pulkm5,9,OTHER ACTIVE
pulkm5,10,LOOKED AT ADS
pulkm5,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkm5,13,OTHER PASSIVE
pulkm6,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkm6,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkm6,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkm6,4,CONTACTED FRIENDS OR RELATIVES
pulkm6,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkm6,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkm6,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkm6,8,PLACED OR ANSWERED ADS
pulkm6,9,OTHER ACTIVE
pulkm6,10,LOOKED AT ADS
pulkm6,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkm6,13,OTHER PASSIVE
pulkdk1,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkdk1,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkdk1,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkdk1,4,CONTACTED FRIENDS OR RELATIVES
pulkdk1,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkdk1,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkdk1,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkdk1,8,PLACED OR ANSWERED ADS
pulkdk1,9,OTHER ACTIVE
pulkdk1,10,LOOKED AT ADS
pulkdk1,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkdk1,12,NOTHING
pulkdk1,13,OTHER PASSIVE
pulkdk3,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkdk3,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkdk3,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkdk3,4,CONTACTED FRIENDS OR RELATIVES
pulkdk3,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkdk3,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkdk3,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkdk3,8,PLACED OR ANSWERED ADS
pulkdk3,9,OTHER ACTIVE
pulkdk3,10,LOOKED AT ADS
pulkdk3,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkdk3,13,OTHER PASSIVE
pulkdk4,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkdk4,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkdk4,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkdk4,4,CONTACTED FRIENDS OR RELATIVES
pulkdk4,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkdk4,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkdk4,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkdk4,8,PLACED OR ANSWERED ADS
pulkdk4,9,OTHER ACTIVE
pulkdk4,10,LOOKED AT ADS
pulkdk4,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkdk4,13,OTHER PASSIVE
pulkdk5,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkdk5,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkdk5,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkdk5,4,CONTACTED FRIENDS OR RELATIVES
pulkdk5,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkdk5,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkdk5,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkdk5,8,PLACED OR ANSWERED ADS
pulkdk5,9,OTHER ACTIVE
pulkdk5,10,LOOKED AT ADS
pulkdk5,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkdk5,13,OTHER PASSIVE
pulkdk6,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkdk6,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkdk6,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkdk6,4,CONTACTED FRIENDS OR RELATIVES
pulkdk6,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkdk6,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkdk6,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkdk6,8,PLACED OR ANSWERED ADS
pulkdk6,9,OTHER ACTIVE
pulkdk6,10,LOOKED AT ADS
pulkdk6,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkdk6,13,OTHER PASSIVE
pulkps1,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkps1,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkps1,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkps1,4,CONTACTED FRIENDS OR RELATIVES
pulkps1,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkps1,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkps1,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkps1,8,PLACED OR ANSWERED ADS
pulkps1,9,OTHER ACTIVE
pulkps1,10,LOOKED AT ADS
pulkps1,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkps1,12,NOTHING
pulkps1,13,OTHER PASSIVE
pulkps2,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkps2,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkps2,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkps2,4,CONTACTED FRIENDS OR RELATIVES
pulkps2,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkps2,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkps2,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkps2,8,PLACED OR ANSWERED ADS
pulkps2,9,OTHER ACTIVE
pulkps2,10,LOOKED AT ADS
pulkps2,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkps2,13,OTHER PASSIVE
pulkps3,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkps3,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkps3,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkps3,4,CONTACTED FRIENDS OR RELATIVES
pulkps3,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkps3,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkps3,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkps3,8,PLACED OR ANSWERED ADS
pulkps3,9,OTHER ACTIVE
pulkps3,10,LOOKED AT ADS
pulkps3,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkps3,13,OTHER PASSIVE
pulkps4,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkps4,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkps4,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkps4,4,CONTACTED FRIENDS OR RELATIVES
pulkps4,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkps4,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkps4,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkps4,8,PLACED OR ANSWERED ADS
pulkps4,9,OTHER ACTIVE
pulkps4,10,LOOKED AT ADS
pulkps4,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkps4,13,OTHER PASSIVE
pulkps5,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkps5,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkps5,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkps5,4,CONTACTED FRIENDS OR RELATIVES
pulkps5,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkps5,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkps5,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkps5,8,PLACED OR ANSWERED ADS
pulkps5,9,OTHER ACTIVE
pulkps5,10,LOOKED AT ADS
pulkps5,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkps5,13,OTHER PASSIVE
pulkps6,1,CONTACTED EMPLOYER DIRECTLY / INTERVIEW
pulkps6,2,CONTACTED PUBLIC EMPLOYMENT AGENCY
pulkps6,3,CONTACTED PRIVATE EMPLOYMENT AGENCY
pulkps6,4,CONTACTED FRIENDS OR RELATIVES
pulkps6,5,CONTACTED SCHOOL / UNIVERSITY EMPL CENTER
pulkps6,6,SENT OUT RESUMES / FILLED OUT APPLICATION
pulkps6,7,CHECKED UNION / PROFESSIONAL REGISTERS
pulkps6,8,PLACED OR ANSWERED ADS
pulkps6,9,OTHER ACTIVE
pulkps6,10,LOOKED AT ADS
pulkps6,11,ATTENDED JOB TRAINING PROGRAMS / COURSES
pulkps6,13,OTHER PASSIVE
pelkavl,1,YES
pelkavl,2,NO
pulkavr,1,WAITING FOR NEW JOB TO BEGIN
pulkavr,2,OWN TEMPORARY ILLNESS
pulkavr,3,GOING TO SCHOOL
pulkavr,4,OTHER  -  SPECIFY
pelkll1o,1,WORKING
pelkll1o,2,SCHOOL
pelkll1o,3,LEFT MILITARY SERVICE
pelkll1o,4,SOMETHING ELSE
pelkll2o,1,LOST JOB
pelkll2o,2,QUIT JOB
pelkll2o,3,TEMPORARY JOB ENDED
pelklwo,1,WITHIN THE LAST 12 MONTHS
pelklwo,2,MORE THAN 12 MONTHS AGO
pelklwo,3,NEVER WORKED
pelkfto,1,YES
pelkfto,2,NO
pelkfto,3,DOESN ' T MATTER
pedwwnto,1,"YES ,  OR MAYBE ,  IT DEPENDS"
pedwwnto,2,NO
pedwwnto,3,RETIRED
pedwwnto,4,DISABLED
pedwwnto,5,UNABLE
pedwrsn,1,BELIEVES NO WORK AVAILABLE IN AREA OF EXPERTISE
pedwrsn,2,COULDN ' T FIND ANY WORK
pedwrsn,3,LACKS NECESSARY SCHOOLING / TRAINING
pedwrsn,4,EMPLOYERS THINK TOO YOUNG OR TOO OLD
pedwrsn,5,OTHER TYPES OF DISCRIMINATION
pedwrsn,6,CAN ' T ARRANGE CHILD CARE
pedwrsn,7,FAMILY RESPONSIBILITIES
pedwrsn,8,IN SCHOOL OR OTHER TRAINING
pedwrsn,9,"ILL - HEALTH ,  PHYSICAL DISABILITY"
pedwrsn,10,TRANSPORTATION PROBLEMS
pedwrsn,11,OTHER  -  SPECIFY
pedwlko,1,YES
pedwlko,2,NO
pedwwk,1,YES
pedwwk,2,NO
pedw4wk,1,YES
pedw4wk,2,NO
pedwlkwk,1,YES
pedwlkwk,2,NO
pedwavl,1,YES
pedwavl,2,NO
pedwavr,1,IF ENTRY OF 2 IN BUS2 GOTO PUSCHCK
pedwavr,2,IF ENTRY OF 3 ON ABSRSN GOTO PUNLFCK1
pedwavr,3,"IF ENTRY OF 1 IN RET1 ,  STORE 1 IN DWWNTO AND GOTO PUDWCK4"
pedwavr,4,ALL OTHERS GOTO PUDWWNT
pudwck2,1,IF ENTRY IN DIS1 OR DIS2 GOTO PUJHCK1 - C
pudwck2,2,IF ENTRY OF 4 IN DWWNT GOTO PUDIS1
pudwck2,3,IF ENTRY OF 5 IN DWWNT GOTO PUDIS2
pudwck2,4,ALL OTHERS GOTO PUDWCK4
pudwck3,1,IF AGERNG EQUALS 1 - 4 OR 9 GOTO PUDWCK4
pudwck3,2,ALL OTHERS GOTO PUNLFCK2
pudwck4,1,IF ENTRY OF 10 AND / OR 11 AND / OR 13 ONLY IN LKM1 - LKM3 GOTO PUDWCK5
pudwck4,2,IF ENTRY OF 10 AND / OR 11 AND / OR 13 ONLY IN LKDK1 - LKDK3 GOTO PUDWCK5
pudwck4,3,IF ENTRY OF 10 AND / OR 11 AND / OR 13 ONLY IN LKPS1 - LKPS3 GOTO PUDWCK5
pudwck4,4,ALL OTHERS GOTO PUDWRSN
pudwck5,1,IF ENTRY OF 1 IN LK THEN STORE 1 IN DWLKO AND GOTO PUDWWK
pudwck5,2,ALL OTHERS GOTO PUDWLK
pejhwko,1,YES
pejhwko,2,NO
pujhdp1o,1,YES
pujhdp1o,2,NO
pejhrsn,1,PERSONAL / FAMILY  ( INCLUDING PREGNANCY )
pejhrsn,2,RETURN TO SCHOOL
pejhrsn,3,HEALTH
pejhrsn,4,RETIREMENT OR OLD AGE
pejhrsn,5,"TEMP ,  SEASONAL OR INTERMITTENT JOB COMPLETE"
pejhrsn,6,SLACK WORK / BUSINESS CONDITIONS
pejhrsn,7,"UNSATISFACTORY WORK ARRANGEMENTS  ( HRS ,  PAY ,  ETC .)"
pejhrsn,8,OTHER  -  SPECIFY
pejhwant,1,"YES ,  OR IT DEPENDS"
pejhwant,2,NO
pujhck1,1,"PURET1  =  1 , - 2 ,  OR  - 3 THEN GOTO NLFCK2"
pujhck1,2,IF MISCK EQUALS 4 OR 8 THEN GOTO PUJHCK2
pujhck1,3,ALL OTHERS GOTO PUNLFCK1
pujhck2,1,"IF ENTRY OF 1 IN DWWK AND I - MLR =  3 ,  4 THEN STORE 1 IN JHWKO ,  STORE DW4WK IN JHDP1O AND GOTO PUJHRSN"
pujhck2,2,"IF ENTRY OF 2 ,  D OR R IN DWWK THEN STORE DWWK IN JHWKO AND GOTO PUJHWANT"
pujhck2,3,ALL OTHERS GOTO PUJHWK
prabsrea,1,FT PAID - VACATION
prabsrea,2,FT PAID - OWN ILLNESS
prabsrea,3,FT PAID - CHILD CARE PROBLEMS
prabsrea,4,FT PAID - OTHER FAMILY / PERSONAL OBLIG .
prabsrea,5,FT PAID - MATERNITY / PATERNITY LEAVE
prabsrea,6,FT PAID - LABOR DISPUTE
prabsrea,7,FT PAID - WEATHER AFFECTED JOB
prabsrea,8,FT PAID - SCHOOL / TRAINING
prabsrea,9,FT PAID - CIVIC / MILITARY DUTY
prabsrea,10,FT PAID - OTHER
prabsrea,11,FT UNPAID - VACATION
prabsrea,12,FT UNPAID - OWN ILLNESS
prabsrea,13,FT UNPAID - CHILD CARE PROBLEMS
prabsrea,14,FT UNPAID - OTHER FAM / PERSONAL OBLIGATION
prabsrea,15,FT UNPAID - MATERNITY / PATERNITY LEAVE
prabsrea,16,FT UNPAID - LABOR DISPUTE
prabsrea,17,FT UNPAID - WEATHER AFFECTED JOB
prabsrea,18,FT UNPAID - SCHOOL / TRAINING
prabsrea,19,FT UNPAID - CIVIC / MILITARY DUTY
prabsrea,20,FT UNPAID - OTHER
prabsrea,21,PT PAID - VACATION
prabsrea,22,PT PAID - OWN ILLNESS
prabsrea,23,PT PAID - CHILD CARE PROBLEMS
prabsrea,24,PT PAID - OTHER FAMILY / PERSONAL OBLIG .
prabsrea,25,PT PAID - MATERNITY / PATERNITY LEAVE
prabsrea,26,PT PAID - LABOR DISPUTE
prabsrea,27,PT PAID - WEATHER AFFECTED JOB
prabsrea,28,PT PAID - SCHOOL / TRAINING
prabsrea,29,PT PAID - CIVIC / MILITARY DUTY
prabsrea,30,PT PAID - OTHER
prabsrea,31,PT UNPAID - VACATION
prabsrea,32,PT UNPAID - OWN ILLNESS
prabsrea,33,PT UNPAID - CHILD CARE PROBLEMS
prabsrea,34,PT UNPAID - OTHER FAM / PERSONAL OBLIGATION
prabsrea,35,PT UNPAID - MATERNITY / PATERNITY LEAVE
prabsrea,36,PT UNPAID - LABOR DISPUTE
prabsrea,37,PT UNPAID - WEATHER AFFECTED JOB
prabsrea,38,PT UNPAID - SCHOOL / TRAINING
prabsrea,39,PT UNPAID - CIVIC / MILITARY DUTY
prabsrea,40,PT UNPAID - OTHER
prcivlf,1,IN CIVILIAN LABOR FORCE
prcivlf,2,NOT IN CIVILIAN LABOR FORCE
prdisc,1,DISCOURAGED WORKER
prdisc,2,CONDITIONALLY INTERESTED
prdisc,3,NOT AVAILABLE
premphrs,0,UNEMPLOYED AND NILF
premphrs,1,"W / JOB ,  NOT AT WORK - ILLNES"
premphrs,2,"W / JOB ,  NOT AT WORK - VACATION"
premphrs,3,"W / JOB ,  NOT AT WORK - WEATHER AFFECTED JOB"
premphrs,4,"W / JOB ,  NOT AT WORK - LABOR DISPUTE"
premphrs,5,"W / JOB ,  NOT AT WORK - CHILD CARE PROBLEMS"
premphrs,6,"W / JOB ,  NOT AT WORK - FAM / PERS OBLIGATION"
premphrs,7,"W / JOB ,  NOT AT WORK - MATERNITY / PATERNITY"
premphrs,8,"W / JOB ,  NOT AT WORK - SCHOOL / TRAINING"
premphrs,9,"W / JOB ,  NOT AT WORK - CIVIC / MILITARY DUTY"
premphrs,10,"W / JOB ,  NOT AT WORK - DOES NOT WORK IN BUS"
premphrs,11,"W / JOB ,  NOT AT WORK - OTHER"
premphrs,12,AT WORK -  1 - 4 HRS
premphrs,13,AT WORK -  5 - 14 HRS
premphrs,14,AT WORK -  15 - 21 HRS
premphrs,15,AT WORK -  22 - 29 HRS
premphrs,16,AT WORK -  30 - 34 HRS
premphrs,17,AT WORK -  35 - 39 HRS
premphrs,18,AT WORK -  40 HRS
premphrs,19,AT WORK -  41 - 47 HRS
premphrs,20,AT WORK -  48 HRS
premphrs,21,AT WORK -  49 - 59 HRS
premphrs,22,AT WORK -  60 HRS OR MORE
prempnot,1,EMPLOYED
prempnot,2,UNEMPLOYED
prempnot,3,NOT IN LABOR FORCE  ( NILF )- discouraged
prempnot,4,NOT IN LABOR FORCE  ( NILF )- other
prexplf,1,EMPLOYED
prexplf,2,UNEMPLOYED
prftlf,1,FULL TIME LABOR FORCE
prftlf,2,PART TIME LABOR FORCE
prhrusl,1,0 - 20 HRS
prhrusl,2,21 - 34 HRS
prhrusl,3,35 - 39 HRS 4 40 HRS
prhrusl,5,41 - 49 HRS 6 50 OR MORE HRS
prhrusl,7,VARIES - FULL TIME
prhrusl,8,VARIES - PART TIME
prjobsea,1,"LOOKED LAST 12 MONTHS ,  SINCE COMPLETING PREVIOUS JOB"
prjobsea,2,LOOKED AND WORKED IN THE LAST 4 WEEKS
prjobsea,3,LOOKED LAST 4 WEEKS  -  LAYOFF
prjobsea,4,UNAVAILABLE JOB SEEKERS
prjobsea,5,NO RECENT JOB SEARCH
prpthrs,0,"USUALLY FT ,  PT FOR NONECONOMIC REASONS"
prpthrs,1,"USUALLY . FT ,  PT ECON REASONS ;  1 - 4 HRS"
prpthrs,2,"USUALLY . FT ,  PT ECON REASONS ;  5 - 14 HRS"
prpthrs,3,"USUALLY . FT ,  PT ECON REASONS ;  15 - 29 HRS"
prpthrs,4,"USUALLY . FT ,  PT ECON REASONS ;  30 - 34 HRS"
prpthrs,5,"USUALLY . PT ,  ECON REASONS ;  1 - 4 HRS"
prpthrs,6,"USUALLY . PT ,  ECON REASONS ;  5 - 14 HRS"
prpthrs,7,"USUALLY . PT ,  ECON REASONS ;  15 - 29 HRS"
prpthrs,8,"USUALLY . PT ,  ECON REASONS ;  30 - 34 HRS"
prpthrs,9,"USUALLY . PT ,  NON - ECON REASONS ;  1 - 4 HRS"
prpthrs,10,"USUALLY . PT ,  NON - ECON REASONS ;  5 - 14 HRS"
prpthrs,11,"USUALLY . PT ,  NON - ECON REASONS ;  15 - 29 HRS"
prpthrs,12,"USUALLY . PT ,  NON - ECON REASONS ;  30 - 34 HRS"
prptrea,1,USU .  FT - SLACK WORK / BUSINESS CONDITIONS
prptrea,2,USU .  FT - SEASONAL WORK
prptrea,3,USU .  FT - JOB STARTED / ENDED DURING WEEK
prptrea,4,USU .  FT - VACATION / PERSONAL DAY
prptrea,5,USU .  FT - OWN ILLNESS / INJURY / MEDICAL APPOINTMENT
prptrea,6,USU .  FT - HOLIDAY  ( RELIGIOUS OR LEGAL )
prptrea,7,USU .  FT - CHILD CARE PROBLEMS
prptrea,8,USU .  FT - OTHER FAM / PERS OBLIGATIONS
prptrea,9,USU .  FT - LABOR DISPUTE
prptrea,10,USU .  FT - WEATHER AFFECTED JOB
prptrea,11,USU .  FT - SCHOOL / TRAINING
prptrea,12,USU .  FT - CIVIC / MILITARY DUTY
prptrea,13,USU .  FT - OTHER REASON
prptrea,14,USU .  PT - SLACK WORK / BUSINESS CONDITIONS
prptrea,15,USU .  PT - COULD ONLY FIND PT WORK
prptrea,16,USU .  PT - SEASONAL WORK
prptrea,17,USU .  PT - CHILD CARE PROBLEMS
prptrea,18,USU .  PT - OTHER FAM / PERS OBLIGATIONS
prptrea,19,USU .  PT - HEALTH / MEDICAL LIMITATIONS
prptrea,20,USU .  PT - SCHOOL / TRAINING
prptrea,21,USU .  PT - RETIRED / S . S .  LIMIT ON EARNINGS
prptrea,22,USU .  PT - WORKWEEK  < 35 HOURS
prptrea,23,USU .  PT - OTHER REASON
prunedur,0,MIN VALUE
prunedur,119,"MAX VALUE Topcoded consistent with PELAYDUR or PELKDUR , as appropriate ,  starting April 2011 . FILLER 2 410  -  411"
pruntype,1,JOB LOSER / ON LAYOFF
pruntype,2,OTHER JOB LOSER
pruntype,3,TEMPORARY JOB ENDED
pruntype,4,JOB LEAVER
pruntype,5,RE - ENTRANT
pruntype,6,NEW - ENTRANT
prwksch,0,NOT IN LABOR FORCE
prwksch,1,AT WORK
prwksch,2,"WITH JOB ,  NOT AT WORK"
prwksch,3,"UNEMPLOYED ,  SEEKS FT"
prwksch,4,"UNEMPLOYED ,  SEEKS PT"
prwkstat,1,NOT IN LABOR FORCE
prwkstat,2,"FT HOURS  ( 35 +),  USUALLY FT"
prwkstat,3,"PT FOR ECONOMIC REASONS ,  USUALLY FT"
prwkstat,4,"PT FOR NON - ECONOMIC REASONS ,  USUALLY FT"
prwkstat,5,"NOT AT WORK ,  USUALLY FT"
prwkstat,6,"PT HRS ,  USUALLY PT FOR ECONOMIC REASONS"
prwkstat,7,"PT HRS ,  USUALLY PT FOR NON - ECONOMIC REASONS"
prwkstat,8,"FT HOURS ,  USUALLY PT FOR ECONOMIC REASONS"
prwkstat,9,"FT HOURS ,  USUALLY PT FOR NON - ECONOMIC"
prwkstat,10,"NOT AT WORK ,  USUALLY PART - TIME"
prwkstat,11,UNEMPLOYED FT
prwkstat,12,UNEMPLOYED PT
prwntjob,1,WANT A JOB
prwntjob,2,OTHER NOT IN LABOR FORCE
pujhck3,1,IF I - MLR EQ 3 OR 4 THEN GOTO PUJHDP1
pujhck3,2,ALL OTHERS GOTO PUJHRSN
pujhck4,1,"IF ENTRY OF 2 ,  D OR R IN PUDW4WK OR IN PUJHDP1O THEN GOTO PUJHCK5"
pujhck4,2,IF ENTRY OF 1 IN PUDW4WK OR IN PUJHDP10 THEN GOTO PUIO1INT
pujhck4,3,IF I - MLR EQUALS 1 OR 2 AND ENTRY IN PUJHRSN THEN GOTO PUJHCK5
pujhck4,4,IF ENTRY IN PUJHRSN THEN GOTO PUIO1INT
pujhck4,5,ALL OTHERS GOTO PUNLFCK1
pujhck5,1,IF I - IO1ICR EQUALS 1 OR I - IO1OCR EQUALS 1 THEN GOTO PUIO1INT
pujhck5,2,ALL OTHERS GOTO PUIOCK5
puiodp1,1,YES
puiodp1,2,NO
puiodp2,1,YES
puiodp2,2,NO
puiodp3,1,YES
puiodp3,2,NO
peio1cow,1,GOVERNMENT  -  FEDERAL
peio1cow,2,GOVERNMENT  -  STATE
peio1cow,3,GOVERNMENT  -  LOCAL
peio1cow,4,"PRIVATE ,  FOR PROFIT"
peio1cow,5,"PRIVATE ,  NONPROFIT"
peio1cow,6,"SELF - EMPLOYED ,  INCORPORATED"
peio1cow,7,"SELF - EMPLOYED ,  UNINCORPORATED"
peio1cow,8,WITHOUT PAY
puio1mfg,1,MANUFACTURING
puio1mfg,2,RETAIL TRADE
puio1mfg,3,WHOLESALE TRADE
puio1mfg,4,SOMETHING ELSE
peio2cow,1,GOVERNMENT  -  FEDERAL
peio2cow,2,GOVERNMENT  -  STATE
peio2cow,3,GOVERNMENT  -  LOCAL
peio2cow,4,"PRIVATE ,  FOR PROFIT"
peio2cow,5,"PRIVATE ,  NONPROFIT"
